Time,"unix timestamp","Analogue 1 raw ADC counts","Humidity  calculated","Analogue 2 raw ADC counts","Brood temperature calculated","Temperature raw ADC counts","Monitor Temperature  calculated","Weight/Rain raw ADC counts","Weight in Kg (monitor)","Rain in mm (gateway)","Data type"
"2010-01-01 00:00:28",1262304028,1815,31.6491697,1055,35.018315455,929,24.864469249,38934,93.534744746,13237.56,i
"2016-08-04 16:38:31",1470328711,0,-23.15,0,-50,0,-50,0,-23.56,0,h
"2016-08-04 17:02:29",1470330149,1725,28.9318555,912,23.494505872,928,24.783883168,7491,-1.030675171,2546.94,h
"2016-08-05 06:08:34",1470377314,1775,30.4414745,881,20.996337361,875,20.512820875,9337,4.521204903,3174.58,h
"2016-08-05 06:32:50",1470378770,1775,30.4414745,881,20.996337361,875,20.512820875,9337,4.521204903,3174.58,h
"2016-08-05 07:37:37",1470382657,1758,29.92820404,898,22.366300738,887,21.479853847,10790,8.89113001,3668.6,h
"2016-08-05 08:03:34",1470384214,1758,29.92820404,898,22.366300738,887,21.479853847,10790,8.89113001,3668.6,h
"2016-08-05 08:33:14",1470385994,1764,30.10935832,908,23.172161548,902,22.688645062,9300,4.4099267,3162,h
"2016-08-05 09:02:37",1470387757,1764,30.10935832,908,23.172161548,902,22.688645062,9300,4.4099267,3162,h
"2016-08-05 09:26:10",1470389170,358,-12.34112796,277,-27.677655563,906,23.010989386,34253,79.456548307,11646.02,h
"2016-09-16 07:45:56",1474011956,2077,39.55957326,879,20.835165199,853,18.739927093,8972,3.423460468,3050.48,i
"2016-09-16 07:47:25",1474012045,2021,37.86879998,961,27.443223841,849,18.417582769,6331,-4.519397211,2152.54,h
"2016-09-16 08:23:55",1474014235,2021,37.86879998,961,27.443223841,849,18.417582769,6331,-4.519397211,2152.54,h
"2016-09-16 08:45:51",1474015551,2408,49.55325104,839,17.611721959,831,16.967033311,19933,36.388876227,6777.22,i
"2016-09-16 09:18:03",1474017483,2385,48.8588263,838,17.531135878,833,17.128205473,19923,36.358801037,6773.82,h
"2016-09-16 12:15:46",1474028146,1488,21.77626144,921,24.219780601,882,21.076923442,19826,36.067071694,6740.84,h
"2016-09-16 13:08:02",1474031282,1488,21.77626144,921,24.219780601,882,21.076923442,19826,36.067071694,6740.84,h
"2016-09-16 16:39:21",1474043961,2957,66.12886766,828,16.725275068,833,17.128205473,19856,36.157297264,6751.04,h
"2016-09-16 19:07:10",1474052830,2957,66.12886766,828,16.725275068,833,17.128205473,19856,36.157297264,6751.04,h
"2016-09-16 20:12:57",1474056777,775,0.2490945,810,15.27472561,796,14.146520476,19927,36.370831113,6775.18,h
"2016-09-16 21:18:35",1474060715,775,0.2490945,810,15.27472561,796,14.146520476,19927,36.370831113,6775.18,h
"2016-09-16 21:50:51",1474062651,3517,83.03660046,802,14.630036962,786,13.340659666,19931,36.382861189,6776.54,h
"2016-09-16 22:01:42",1474063302,3517,83.03660046,802,14.630036962,786,13.340659666,19931,36.382861189,6776.54,h
"2016-09-16 22:50:11",1474066211,3141,71.68426558,801,14.549450881,790,13.66300399,19941,36.412936379,6779.94,h
"2016-09-16 23:51:16",1474069876,1022,7.70661236,797,14.227106557,781,12.937729261,19963,36.479101797,6787.42,h
"2016-09-17 00:08:46",1474070926,1022,7.70661236,797,14.227106557,781,12.937729261,19963,36.479101797,6787.42,h
"2016-09-17 01:26:54",1474075614,3536,83.61025568,796,14.146520476,778,12.695971018,19965,36.485116835,6788.1,h
"2016-09-17 02:03:54",1474077834,3369,78.56812822,795,14.065934395,783,13.098901423,19962,36.476094278,6787.08,h
"2016-09-17 02:39:15",1474079955,3369,78.56812822,795,14.065934395,783,13.098901423,19962,36.476094278,6787.08,h
"2016-09-17 03:06:54",1474081614,2716,58.85250408,794,13.985348314,777,12.615384937,19935,36.394891265,6777.9,h
"2016-09-17 03:36:04",1474083364,2685,57.9165403,793,13.904762233,777,12.615384937,19951,36.443011569,6783.34,h
"2016-09-17 04:02:25",1474084945,2676,57.64480888,792,13.824176152,776,12.534798856,19962,36.476094278,6787.08,h
"2016-09-17 04:37:08",1474087028,2717,58.88269646,786,13.340659666,778,12.695971018,19955,36.455041645,6784.7,h
"2016-09-17 05:05:51",1474088751,2717,58.88269646,786,13.340659666,778,12.695971018,19955,36.455041645,6784.7,h
"2016-09-17 05:36:57",1474090617,2777,60.69423926,781,12.937729261,767,11.809524127,19959,36.467071721,6786.06,h
"2016-09-17 06:04:41",1474092281,2786,60.96597068,780,12.85714318,765,11.648351965,19960,36.47007924,6786.4,h
"2016-09-17 07:09:33",1474096173,2761,60.21116118,782,13.018315342,764,11.567765884,19948,36.433989012,6782.32,h
"2016-09-17 10:14:27",1474107267,2671,57.49384698,809,15.194139529,788,13.501831828,19951,36.443011569,6783.34,h
"2016-09-17 10:41:09",1474108869,2671,57.49384698,809,15.194139529,788,13.501831828,19951,36.443011569,6783.34,h
"2016-09-17 11:35:54",1474112154,2671,57.49384698,809,15.194139529,788,13.501831828,19951,36.443011569,6783.34,h
"2016-09-17 12:03:33",1474113813,2671,57.49384698,809,15.194139529,788,13.501831828,19951,36.443011569,6783.34,h
"2016-09-17 13:18:50",1474118330,2294,46.11131972,825,16.483516825,813,15.516483853,19924,36.361808556,6774.16,h
"2016-09-17 17:11:53",1474132313,2517,52.84422046,814,15.597069934,806,14.952381286,19901,36.292635619,6766.34,h
"2016-09-17 17:56:10",1474134970,2587,54.95768706,810,15.27472561,800,14.4688648,19910,36.31970329,6769.4,h
"2016-09-18 03:15:56",1474168556,2958,66.15906004,784,13.179487504,779,12.776557099,19943,36.418951417,6780.62,h
"2016-09-18 04:36:54",1474173414,3536,83.61025568,775,12.454212775,765,11.648351965,19956,36.458049164,6785.04,h
"2016-09-18 05:07:07",1474175227,3531,83.45929378,778,12.695971018,765,11.648351965,19957,36.461056683,6785.38,h
"2016-09-18 05:35:46",1474176946,3505,82.6742919,780,12.85714318,765,11.648351965,19961,36.473086759,6786.74,h
"2016-09-18 06:03:36",1474178616,3473,81.70813574,783,13.098901423,766,11.728938046,19961,36.473086759,6786.74,h
"2016-09-18 07:32:59",1474183979,2794,61.20750972,795,14.065934395,775,12.454212775,19962,36.476094278,6787.08,h
"2016-09-18 08:10:26",1474186226,2715,58.8223117,803,14.710623043,786,13.340659666,19961,36.473086759,6786.74,h
"2016-09-18 11:12:20",1474197140,2435,50.3684453,852,18.659341012,827,16.644688987,19917,36.340755923,6771.78,h
"2016-09-18 11:39:09",1474198749,2296,46.17170448,870,20.10989047,839,17.611721959,19907,36.310680733,6768.38,h
"2016-09-18 12:11:34",1474200694,2359,48.07382442,869,20.029304389,845,18.095238445,19910,36.31970329,6769.4,h
"2016-09-18 12:39:18",1474202358,2296,46.17170448,876,20.593406956,853,18.739927093,19941,36.412936379,6779.94,h
"2016-09-18 13:53:34",1474206814,2063,39.13687994,888,21.560439928,863,19.545787903,19936,36.397898784,6778.24,h
"2016-09-18 15:11:59",1474211519,1976,36.51014288,894,22.043956414,883,21.157509523,19906,36.307673214,6768.04,h
"2016-09-18 16:32:30",1474216350,2242,44.54131596,871,20.190476551,870,20.10989047,19866,36.187372454,6754.44,h
"2016-09-18 20:44:49",1474231489,2463,51.21383194,836,17.369963716,832,17.047619392,19865,36.184364935,6754.1,h
"2016-09-18 21:04:29",1474232669,2463,51.21383194,836,17.369963716,832,17.047619392,19865,36.184364935,6754.1,h
"2016-09-18 21:39:48",1474234788,2583,54.83691754,825,16.483516825,819,16.000000339,19851,36.142259669,6749.34,h
"2016-09-18 22:56:31",1474239391,2644,56.67865272,820,16.08058642,807,15.032967367,19873,36.208425087,6756.82,h
"2016-09-18 23:36:11",1474241771,2752,59.93942976,814,15.597069934,803,14.710623043,19897,36.280605543,6764.98,h
"2016-09-19 00:07:00",1474243620,2752,59.93942976,814,15.597069934,803,14.710623043,19897,36.280605543,6764.98,h
"2016-09-19 00:38:10",1474245490,2796,61.26789448,811,15.355311691,794,13.985348314,19906,36.307673214,6768.04,h
"2016-09-19 01:03:33",1474247013,2811,61.72078018,809,15.194139529,792,13.824176152,19918,36.343763442,6772.12,h
"2016-09-19 01:47:21",1474249641,2786,60.96597068,810,15.27472561,791,13.743590071,19913,36.328725847,6770.42,h
"2016-09-19 02:02:31",1474250551,2786,60.96597068,810,15.27472561,791,13.743590071,19913,36.328725847,6770.42,h
"2016-09-19 02:33:59",1474252439,2803,61.47924114,810,15.27472561,797,14.227106557,19910,36.31970329,6769.4,h
"2016-09-19 03:03:50",1474254230,2803,61.47924114,810,15.27472561,797,14.227106557,19910,36.31970329,6769.4,h
"2016-09-19 03:32:32",1474255952,2819,61.96231922,808,15.113553448,789,13.582417909,19933,36.388876227,6777.22,h
"2016-09-19 04:02:40",1474257760,2809,61.66039542,809,15.194139529,790,13.66300399,19916,36.337748404,6771.44,h
"2016-09-19 04:36:07",1474259767,2826,62.17366588,808,15.113553448,789,13.582417909,19930,36.37985367,6776.2,h
"2016-09-19 05:02:19",1474261339,2845,62.7473211,806,14.952381286,788,13.501831828,19941,36.412936379,6779.94,h
"2016-09-19 05:33:45",1474263225,2811,61.72078018,809,15.194139529,794,13.985348314,19951,36.443011569,6783.34,h
"2016-09-19 06:02:22",1474264942,2811,61.72078018,809,15.194139529,794,13.985348314,19951,36.443011569,6783.34,h
"2016-09-19 06:32:35",1474266755,2736,59.45635168,817,15.838828177,799,14.388278719,19949,36.436996531,6782.66,h
"2016-09-19 07:04:01",1474268641,2736,59.45635168,817,15.838828177,799,14.388278719,19949,36.436996531,6782.66,h
"2016-09-19 07:32:30",1474270350,2674,57.58442412,822,16.241758582,799,14.388278719,19956,36.458049164,6785.04,h
"2016-09-19 08:06:36",1474272396,2886,63.98520868,822,16.241758582,799,14.388278719,19955,36.455041645,6784.7,h
"2016-09-19 08:32:24",1474273944,2734,59.39596692,826,16.564102906,803,14.710623043,19961,36.473086759,6786.74,h
"2016-09-19 09:02:25",1474275745,2542,53.59902996,834,17.208791554,816,15.758242096,19955,36.455041645,6784.7,h
"2016-09-19 09:32:39",1474277559,2542,53.59902996,834,17.208791554,816,15.758242096,19955,36.455041645,6784.7,h
"2016-09-19 10:02:24",1474279344,2426,50.09671388,849,18.417582769,828,16.725275068,19946,36.427973974,6781.64,h
"2016-09-19 10:33:54",1474281234,2426,50.09671388,849,18.417582769,828,16.725275068,19946,36.427973974,6781.64,h
"2016-09-19 11:02:40",1474282960,2169,42.33727222,872,20.271062632,843,17.934066283,19929,36.376846151,6775.86,h
"2016-09-19 11:32:32",1474284752,2178,42.60900364,867,19.868132227,849,18.417582769,19941,36.412936379,6779.94,h
"2016-09-19 12:02:30",1474286550,2177,42.57881126,869,20.029304389,859,19.223443579,19934,36.391883746,6777.56,h
"2016-09-19 12:32:27",1474288347,2177,42.57881126,869,20.029304389,859,19.223443579,19934,36.391883746,6777.56,h
"2016-09-19 13:02:34",1474290154,1987,36.84225906,880,20.91575128,868,19.948718308,19932,36.385868708,6776.88,h
"2016-09-19 13:32:58",1474291978,1987,36.84225906,880,20.91575128,868,19.948718308,19932,36.385868708,6776.88,h
"2016-09-19 14:02:24",1474293744,2514,52.75364332,860,19.30402966,857,19.062271417,19869,36.196395011,6755.46,h
"2016-09-19 14:32:48",1474295568,2514,52.75364332,860,19.30402966,857,19.062271417,19869,36.196395011,6755.46,h
"2016-09-19 15:03:56",1474297436,2201,43.30342838,865,19.706960065,857,19.062271417,19886,36.247522834,6761.24,h
"2016-09-19 15:35:01",1474299301,2201,43.30342838,865,19.706960065,857,19.062271417,19886,36.247522834,6761.24,h
"2016-09-19 16:02:20",1474300940,2181,42.69958078,862,19.465201822,849,18.417582769,19869,36.196395011,6755.46,h
"2016-09-19 16:32:33",1474302753,2116,40.73707608,864,19.626373984,854,18.820513174,19876,36.217447644,6757.84,h
"2016-09-19 17:02:35",1474304555,2116,40.73707608,864,19.626373984,854,18.820513174,19876,36.217447644,6757.84,h
"2016-09-19 17:32:45",1474306365,2228,44.11862264,854,18.820513174,847,18.256410607,19867,36.190379973,6754.78,h
"2016-09-19 18:02:35",1474308155,2228,44.11862264,854,18.820513174,847,18.256410607,19867,36.190379973,6754.78,h
"2016-09-19 18:32:30",1474309950,2250,44.782855,847,18.256410607,839,17.611721959,19856,36.157297264,6751.04,h
"2016-09-19 19:04:02",1474311842,2250,44.782855,847,18.256410607,839,17.611721959,19856,36.157297264,6751.04,h
"2016-09-19 19:32:23",1474313543,2368,48.34555584,842,17.853480202,828,16.725275068,19852,36.145267188,6749.68,h
"2016-09-19 20:02:34",1474315354,2431,50.24767578,837,17.450549797,829,16.805861149,19844,36.121207036,6746.96,h
"2016-09-19 20:32:36",1474317156,2431,50.24767578,837,17.450549797,829,16.805861149,19844,36.121207036,6746.96,h
"2016-09-19 21:02:48",1474318968,2471,51.45537098,832,17.047619392,822,16.241758582,19849,36.136244631,6748.66,h
"2016-09-19 21:32:38",1474320758,2471,51.45537098,832,17.047619392,822,16.241758582,19849,36.136244631,6748.66,h
"2016-09-19 22:02:43",1474322563,2537,53.44806806,828,16.725275068,818,15.919414258,19853,36.148274707,6750.02,h
"2016-09-19 22:32:36",1474324356,2537,53.44806806,828,16.725275068,818,15.919414258,19853,36.148274707,6750.02,h
"2016-09-19 23:04:34",1474326274,2568,54.38403184,826,16.564102906,814,15.597069934,19858,36.163312302,6751.72,h
"2016-09-19 23:34:24",1474328064,2568,54.38403184,826,16.564102906,814,15.597069934,19858,36.163312302,6751.72,h
"2016-09-20 00:05:22",1474329922,2584,54.86710992,824,16.402930744,807,15.032967367,19862,36.175342378,6753.08,h
"2016-09-20 00:34:11",1474331651,2631,56.28615178,822,16.241758582,806,14.952381286,19862,36.175342378,6753.08,h
"2016-09-20 01:03:12",1474333392,2651,56.88999938,821,16.161172501,805,14.871795205,19868,36.193387492,6755.12,h
"2016-09-20 01:38:14",1474335494,2691,58.09769458,820,16.08058642,804,14.791209124,19869,36.196395011,6755.46,h
"2016-09-20 02:13:47",1474337627,2660,57.1617308,822,16.241758582,804,14.791209124,19876,36.217447644,6757.84,h
"2016-09-20 02:36:07",1474338967,2660,57.1617308,822,16.241758582,804,14.791209124,19876,36.217447644,6757.84,h
"2016-09-20 03:10:06",1474341006,2660,57.1617308,822,16.241758582,804,14.791209124,19876,36.217447644,6757.84,h
"2016-09-20 03:35:26",1474342526,2660,57.1617308,822,16.241758582,804,14.791209124,19876,36.217447644,6757.84,h
"2016-09-20 04:05:12",1474344312,2660,57.1617308,822,16.241758582,804,14.791209124,19876,36.217447644,6757.84,h
"2016-09-20 04:37:38",1474346258,2789,61.05654782,816,15.758242096,798,14.307692638,19887,36.250530353,6761.58,h
"2016-09-20 05:02:13",1474347733,2791,61.11693258,816,15.758242096,799,14.388278719,19891,36.262560429,6762.94,h
"2016-09-20 05:33:50",1474349630,2816,61.87174208,815,15.677656015,803,14.710623043,19889,36.256545391,6762.26,h
"2016-09-20 06:02:23",1474351343,2816,61.87174208,815,15.677656015,803,14.710623043,19889,36.256545391,6762.26,h
"2016-09-20 06:32:27",1474353147,2733,59.36577454,820,16.08058642,805,14.871795205,19899,36.286620581,6765.66,h
"2016-09-20 07:02:25",1474354945,2733,59.36577454,820,16.08058642,805,14.871795205,19899,36.286620581,6765.66,h
"2016-09-20 07:32:26",1474356746,2595,55.1992261,827,16.644688987,810,15.27472561,19910,36.31970329,6769.4,h
"2016-09-20 08:02:23",1474358543,2595,55.1992261,827,16.644688987,810,15.27472561,19910,36.31970329,6769.4,h
"2016-09-20 08:32:26",1474360346,2424,50.03632912,840,17.69230804,821,16.161172501,19896,36.277598024,6764.64,h
"2016-09-20 09:02:40",1474362160,2424,50.03632912,840,17.69230804,821,16.161172501,19896,36.277598024,6764.64,h
"2016-09-20 09:32:24",1474363944,2014,37.65745332,885,21.318681685,848,18.336996688,19833,36.088124327,6743.22,h
"2016-09-20 10:02:26",1474365746,2014,37.65745332,885,21.318681685,848,18.336996688,19833,36.088124327,6743.22,h
"2016-09-20 10:33:59",1474367639,1978,36.57052764,875,20.512820875,863,19.545787903,19863,36.178349897,6753.42,h
"2016-09-20 11:10:52",1474369852,1978,36.57052764,875,20.512820875,863,19.545787903,19863,36.178349897,6753.42,h
"2016-09-20 11:32:10",1474371130,2006,37.41591428,871,20.190476551,855,18.901099255,19873,36.208425087,6756.82,h
"2016-09-20 12:02:36",1474372956,1424,19.84394912,914,23.655678034,876,20.593406956,19844,36.121207036,6746.96,h
"2016-09-20 12:32:35",1474374755,1424,19.84394912,914,23.655678034,876,20.593406956,19844,36.121207036,6746.96,h
"2016-09-20 13:02:28",1474376548,2006,37.41591428,872,20.271062632,867,19.868132227,19855,36.154289745,6750.7,h
"2016-09-20 13:33:58",1474378438,2006,37.41591428,872,20.271062632,867,19.868132227,19855,36.154289745,6750.7,h
"2016-09-20 14:02:26",1474380146,1926,35.00052388,879,20.835165199,861,19.384615741,19826,36.067071694,6740.84,h
"2016-09-20 14:32:24",1474381944,1807,31.40763066,897,22.285714657,895,22.124542495,19794,35.970831086,6729.96,h
"2016-09-20 15:02:27",1474383747,1807,31.40763066,897,22.285714657,895,22.124542495,19794,35.970831086,6729.96,h
"2016-09-20 15:33:59",1474385639,1879,33.58148202,891,21.802198171,890,21.72161209,19771,35.901658149,6722.14,h
"2016-09-20 16:02:23",1474387343,1879,33.58148202,891,21.802198171,890,21.72161209,19771,35.901658149,6722.14,h
"2016-09-20 16:34:14",1474389254,1885,33.7626363,869,20.029304389,867,19.868132227,19765,35.883613035,6720.1,h
"2016-09-20 17:05:32",1474391132,1885,33.7626363,869,20.029304389,867,19.868132227,19765,35.883613035,6720.1,h
"2016-09-20 17:32:24",1474392744,1943,35.51379434,861,19.384615741,853,18.739927093,19759,35.865567921,6718.06,h
"2016-09-20 18:02:36",1474394556,2108,40.49553704,848,18.336996688,848,18.336996688,19755,35.853537845,6716.7,h
"2016-09-20 18:32:27",1474396347,2108,40.49553704,848,18.336996688,848,18.336996688,19755,35.853537845,6716.7,h
"2016-09-20 19:02:46",1474398166,2188,42.91092744,836,17.369963716,835,17.289377635,19757,35.859552883,6717.38,h
"2016-09-20 19:37:50",1474400270,2188,42.91092744,836,17.369963716,835,17.289377635,19757,35.859552883,6717.38,h
"2016-09-20 20:06:17",1474401977,2532,53.29710616,822,16.241758582,818,15.919414258,19758,35.862560402,6717.72,h
"2016-09-20 20:36:38",1474403798,2525,53.0857595,822,16.241758582,816,15.758242096,19767,35.889628073,6720.78,h
"2016-09-20 21:06:22",1474405582,2641,56.58807558,820,16.08058642,812,15.435897772,19771,35.901658149,6722.14,h
"2016-09-20 21:32:27",1474407147,2749,59.84885262,812,15.435897772,805,14.871795205,19778,35.922710782,6724.52,h
"2016-09-20 22:02:29",1474408949,2822,62.05289636,795,14.065934395,798,14.307692638,19786,35.946770934,6727.24,h
"2016-09-20 22:32:30",1474410750,2822,62.05289636,795,14.065934395,798,14.307692638,19786,35.946770934,6727.24,h
"2016-09-20 23:02:28",1474412548,2998,67.36675524,782,13.018315342,784,13.179487504,19798,35.982861162,6731.32,h
"2016-09-20 23:33:49",1474414429,2998,67.36675524,782,13.018315342,784,13.179487504,19798,35.982861162,6731.32,h
"2016-09-21 00:02:35",1474416155,3533,83.51967854,779,12.776557099,771,12.131868451,19813,36.027973947,6736.42,h
"2016-09-21 00:32:43",1474417963,3536,83.61025568,775,12.454212775,767,11.809524127,19818,36.043011542,6738.12,h
"2016-09-21 01:02:35",1474419755,3537,83.64044806,769,11.970696289,766,11.728938046,19828,36.073086732,6741.52,h
"2016-09-21 01:32:36",1474421556,3537,83.64044806,769,11.970696289,766,11.728938046,19828,36.073086732,6741.52,h
"2016-09-21 02:02:34",1474423354,3537,83.64044806,765,11.648351965,760,11.24542156,19846,36.127222074,6747.64,h
"2016-09-21 02:32:31",1474425151,3537,83.64044806,765,11.648351965,760,11.24542156,19846,36.127222074,6747.64,h
"2016-09-21 03:04:10",1474427050,3537,83.64044806,763,11.487179803,754,10.761905074,19859,36.166319821,6752.06,h
"2016-09-21 03:33:58",1474428838,3537,83.64044806,763,11.487179803,754,10.761905074,19859,36.166319821,6752.06,h
"2016-09-21 04:06:20",1474430780,3537,83.64044806,753,10.681318993,743,9.875458183,19869,36.196395011,6755.46,h
"2016-09-21 04:32:21",1474432341,3537,83.64044806,757,11.003663317,741,9.714286021,19873,36.208425087,6756.82,h
"2016-09-21 05:02:33",1474434153,3537,83.64044806,750,10.43956075,742,9.794872102,19885,36.244515315,6760.9,h
"2016-09-21 05:32:25",1474435945,3537,83.64044806,750,10.43956075,742,9.794872102,19885,36.244515315,6760.9,h
"2016-09-21 06:05:27",1474437927,3538,83.67064044,755,10.842491155,740,9.63369994,19898,36.283613062,6765.32,h
"2016-09-21 06:34:02",1474439642,3538,83.67064044,755,10.842491155,740,9.63369994,19898,36.283613062,6765.32,h
"2016-09-21 07:26:29",1474442789,3538,83.67064044,786,13.340659666,745,10.036630345,19894,36.271582986,6763.96,h
"2016-09-21 08:06:40",1474445200,2539,53.50845282,817,15.838828177,769,11.970696289,19878,36.223462682,6758.52,h
"2016-09-21 08:32:39",1474446759,2539,53.50845282,817,15.838828177,769,11.970696289,19878,36.223462682,6758.52,h
"2016-09-21 09:02:26",1474448546,2052,38.80476376,855,18.901099255,811,15.355311691,19882,36.235492758,6759.88,h
"2016-09-21 09:32:37",1474450357,2052,38.80476376,855,18.901099255,811,15.355311691,19882,36.235492758,6759.88,h
"2016-09-21 10:02:42",1474452162,1703,28.26762314,887,21.479853847,839,17.611721959,19869,36.196395011,6755.46,h
"2016-09-21 10:32:38",1474453958,1703,28.26762314,887,21.479853847,839,17.611721959,19869,36.196395011,6755.46,h
"2016-09-21 11:02:44",1474455764,1550,23.648189,904,22.849817224,860,19.30402966,19833,36.088124327,6743.22,h
"2016-09-21 11:32:58",1474457578,1550,23.648189,904,22.849817224,860,19.30402966,19833,36.088124327,6743.22,h
"2016-09-21 12:02:27",1474459347,1342,17.36817396,923,24.380952763,885,21.318681685,19783,35.937748377,6726.22,h
"2016-09-21 12:32:37",1474461157,1342,17.36817396,923,24.380952763,885,21.318681685,19783,35.937748377,6726.22,h
"2016-09-21 13:02:32",1474462952,1243,14.37912834,944,26.073260464,930,24.94505533,19708,35.712184452,6700.72,h
"2016-09-21 13:35:14",1474464914,1243,14.37912834,944,26.073260464,930,24.94505533,19708,35.712184452,6700.72,h
"2016-09-21 14:03:59",1474466639,1202,13.14124076,982,29.135531542,951,26.637363031,19668,35.591883692,6687.12,h
"2016-09-21 14:34:11",1474468451,1417,19.63260246,925,24.542124925,933,25.186813573,19625,35.462560375,6672.5,h
"2016-09-21 15:10:31",1474470631,1356,17.79086728,950,26.55677695,935,25.347985735,19613,35.426470147,6668.42,h
"2016-09-21 15:32:20",1474471940,1144,11.39008272,1014,31.714286134,967,27.926740327,19636,35.495643084,6676.24,h
"2016-09-21 16:02:32",1474473752,1561,23.98030518,909,23.252747629,926,24.622711006,19587,35.348274653,6659.58,h
"2016-09-21 16:32:26",1474475546,1561,23.98030518,909,23.252747629,926,24.622711006,19587,35.348274653,6659.58,h
"2016-09-21 17:05:10",1474477510,1698,28.11666124,889,21.641026009,901,22.608058981,19584,35.339252096,6658.56,h
"2016-09-21 17:32:26",1474479146,1698,28.11666124,889,21.641026009,901,22.608058981,19584,35.339252096,6658.56,h
"2016-09-21 18:04:03",1474481043,2191,43.00150458,857,19.062271417,874,20.432234794,19585,35.342259615,6658.9,h
"2016-09-21 18:33:47",1474482827,2191,43.00150458,857,19.062271417,874,20.432234794,19585,35.342259615,6658.9,h
"2016-09-21 19:02:33",1474484553,2431,50.24767578,840,17.69230804,851,18.578754931,19583,35.336244577,6658.22,h
"2016-09-21 19:34:04",1474486444,2604,55.47095752,826,16.564102906,840,17.69230804,19605,35.402409995,6665.7,h
"2016-09-21 20:02:26",1474488146,2604,55.47095752,826,16.564102906,840,17.69230804,19605,35.402409995,6665.7,h
"2016-09-21 20:32:40",1474489960,2740,59.5771212,812,15.435897772,822,16.241758582,19624,35.459552856,6672.16,h
"2016-09-21 21:02:26",1474491746,2740,59.5771212,812,15.435897772,822,16.241758582,19624,35.459552856,6672.16,h
"2016-09-21 21:32:27",1474493547,2859,63.17001442,800,14.4688648,807,15.032967367,19648,35.531733312,6680.32,h
"2016-09-21 22:02:26",1474495346,2859,63.17001442,800,14.4688648,807,15.032967367,19648,35.531733312,6680.32,h
"2016-09-21 22:32:29",1474497149,2982,66.88367716,791,13.743590071,795,14.065934395,19675,35.612936325,6689.5,h
"2016-09-21 23:02:26",1474498946,2982,66.88367716,791,13.743590071,795,14.065934395,19675,35.612936325,6689.5,h
"2016-09-21 23:32:30",1474500750,3017,67.94041046,788,13.501831828,787,13.421245747,19699,35.685116781,6697.66,h
"2016-09-22 00:04:02",1474502642,3017,67.94041046,788,13.501831828,787,13.421245747,19699,35.685116781,6697.66,h
"2016-09-22 00:32:34",1474504354,3519,83.09698522,780,12.85714318,774,12.373626694,19712,35.724214528,6702.08,h
"2016-09-22 01:02:30",1474506150,3536,83.61025568,777,12.615384937,773,12.293040613,19725,35.763312275,6706.5,h
"2016-09-22 01:32:28",1474507948,3536,83.61025568,777,12.615384937,773,12.293040613,19725,35.763312275,6706.5,h
"2016-09-22 03:03:35",1474513415,3536,83.61025568,774,12.373626694,758,11.084249398,19761,35.871582959,6718.74,h
"2016-09-22 03:32:37",1474515157,3537,83.64044806,771,12.131868451,758,11.084249398,19771,35.901658149,6722.14,h
"2016-09-22 04:04:01",1474517041,3536,83.61025568,769,11.970696289,760,11.24542156,19776,35.916695744,6723.84,h
"2016-09-22 04:36:21",1474518981,3536,83.61025568,769,11.970696289,760,11.24542156,19776,35.916695744,6723.84,h
"2016-09-22 05:03:36",1474520616,3537,83.64044806,762,11.406593722,748,10.278388588,19791,35.961808529,6728.94,h
"2016-09-22 05:32:24",1474522344,3537,83.64044806,761,11.326007641,746,10.117216426,19797,35.979853643,6730.98,h
"2016-09-22 06:03:40",1474524220,3537,83.64044806,764,11.567765884,752,10.600732912,19808,36.012936352,6734.72,h
"2016-09-22 06:33:54",1474526034,3537,83.64044806,764,11.567765884,752,10.600732912,19808,36.012936352,6734.72,h
"2016-09-22 07:02:22",1474527742,3538,83.67064044,783,13.098901423,753,10.681318993,19816,36.036996504,6737.44,h
"2016-09-22 07:35:06",1474529706,2658,57.10134604,809,15.194139529,772,12.212454532,19794,35.970831086,6729.96,h
"2016-09-22 08:02:20",1474531340,2658,57.10134604,809,15.194139529,772,12.212454532,19794,35.970831086,6729.96,h
"2016-09-22 08:35:24",1474533324,2280,45.6886264,841,17.772894121,798,14.307692638,19787,35.949778453,6727.58,h
"2016-09-22 09:02:24",1474534944,2280,45.6886264,841,17.772894121,798,14.307692638,19787,35.949778453,6727.58,h
"2016-09-22 09:35:31",1474536931,1847,32.61532586,891,21.802198171,838,17.531135878,19793,35.967823567,6729.62,h
"2016-09-22 10:09:58",1474538998,1847,32.61532586,891,21.802198171,838,17.531135878,19793,35.967823567,6729.62,h
"2016-09-22 10:32:11",1474540331,1464,21.05164432,996,30.263736676,862,19.465201822,19743,35.817447617,6712.62,h
"2016-09-22 11:23:20",1474543400,1333,17.09644254,1009,31.311355729,890,21.72161209,19696,35.676094224,6696.64,h
"2016-09-22 12:25:04",1474547104,1333,17.09644254,1026,32.681319106,902,22.688645062,19672,35.603913768,6688.48,h
"2016-09-22 13:24:55",1474550695,1542,23.40664996,1006,31.069597486,906,23.010989386,19648,35.531733312,6680.32,h
"2016-09-22 14:24:53",1474554293,1405,19.2702939,999,30.505494919,906,23.010989386,19639,35.504665641,6677.26,h
"2016-09-22 15:04:16",1474556656,1405,19.2702939,1017,31.956044377,906,23.010989386,19598,35.381357362,6663.32,h
